wk_strt_dt,yr_nbr,qtr_nbr,prd,wk_in_yr,transaction_sum,transaction_avg,mtrf_rain,mtrf_temp,mtrf_level,seas_prd_1,seas_prd_2,seas_prd_3,seas_prd_4,seas_prd_5,seas_prd_6,seas_prd_7,seas_prd_8,seas_prd_9,seas_prd_10,seas_prd_11,seas_prd_12
13/01/2022,2022,3,1,3,5637.01548,640.3771935,1E-12,28.3,1.08,1,0,0,0,0,0,0,0,0,0,0,0
14/01/2022,2022,3,1,3,5776.835991,647.1469587,1E-12,27.7,1.043,1,0,0,0,0,0,0,0,0,0,0,0
15/01/2022,2022,3,1,3,5578.153572,397.1640053,1E-12,27,1.047,1,0,0,0,0,0,0,0,0,0,0,0
16/01/2022,2022,3,1,3,5550.550049,403.4854044,1E-12,27.1,1.056,1,0,0,0,0,0,0,0,0,0,0,0
17/01/2022,2022,3,1,4,7304.927399,666.1236567,1E-12,27.7,1.007,1,0,0,0,0,0,0,0,0,0,0,0
18/01/2022,2022,3,1,4,2334.011078,670.5627232,1E-12,28.5,0.958,1,0,0,0,0,0,0,0,0,0,0,0
19/01/2022,2022,3,1,4,671.599556,671.599556,30,28.5,0.971,1,0,0,0,0,0,0,0,0,0,0,0
20/01/2022,2022,3,1,4,671.599556,671.599556,4,28,1.043,1,0,0,0,0,0,0,0,0,0,0,0
21/01/2022,2022,3,1,4,414.9523087,414.9523087,1E-12,27,1.378,1,0,0,0,0,0,0,0,0,0,0,0
22/01/2022,2022,3,1,4,671.599556,671.599556,1E-12,26.5,1.39,1,0,0,0,0,0,0,0,0,0,0,0
23/01/2022,2022,3,1,4,671.599556,671.599556,1E-12,26.1,1.35,1,0,0,0,0,0,0,0,0,0,0,0
24/01/2022,2022,3,1,5,671.6176987,671.6176987,1E-12,26.3,1.203,1,0,0,0,0,0,0,0,0,0,0,0
25/01/2022,2022,3,1,5,1444.43148,672.3496247,1E-12,26.6,1.122,1,0,0,0,0,0,0,0,0,0,0,0
26/01/2022,2022,3,1,5,1187.135155,672.3710557,1,26.6,1.012,1,0,0,0,0,0,0,0,0,0,0,0
27/01/2022,2022,3,1,5,1252.202294,694.0601019,7,26,0.92,1,0,0,0,0,0,0,0,0,0,0,0
28/01/2022,2022,3,1,5,414.9890061,414.9890061,1E-12,25.8,0.905,1,0,0,0,0,0,0,0,0,0,0,0
29/01/2022,2022,3,1,5,582.5460282,415.2513301,1E-12,26.2,0.889,1,0,0,0,0,0,0,0,0,0,0,0
30/01/2022,2022,3,1,5,415.5905305,415.5905305,1E-12,27,0.882,1,0,0,0,0,0,0,0,0,0,0,0
31/01/2022,2022,3,1,6,415.7985688,415.7985688,1E-12,27.6,0.884,1,0,0,0,0,0,0,0,0,0,0,0
1/02/2022,2022,3,2,6,415.851761,415.851761,1E-12,27.9,0.867,0,1,0,0,0,0,0,0,0,0,0,0
2/02/2022,2022,3,2,6,415.851761,415.851761,1E-12,28.3,0.848,0,1,0,0,0,0,0,0,0,0,0,0
3/02/2022,2022,3,2,6,678.8618928,678.8618928,2,28.3,0.853,0,1,0,0,0,0,0,0,0,0,0,0
4/02/2022,2022,3,2,6,678.8618928,678.8618928,20,27.6,0.91,0,1,0,0,0,0,0,0,0,0,0,0
5/02/2022,2022,3,2,6,678.8618928,678.8618928,1E-12,26.9,0.914,0,1,0,0,0,0,0,0,0,0,0,0
6/02/2022,2022,3,2,6,941.8720247,678.8618928,1E-12,25.8,1.825,0,1,0,0,0,0,0,0,0,0,0,0
7/02/2022,2022,3,2,7,415.851761,415.851761,1E-12,25.1,2.119,0,1,0,0,0,0,0,0,0,0,0,0
8/02/2022,2022,3,2,7,678.8618928,678.8618928,1E-12,25.1,1.449,0,1,0,0,0,0,0,0,0,0,0,0
9/02/2022,2022,3,2,7,3586.115219,680.0403825,1E-12,25.3,1.161,0,1,0,0,0,0,0,0,0,0,0,0
10/02/2022,2022,3,2,7,681.4429475,681.4429475,1E-12,25.1,1.077,0,1,0,0,0,0,0,0,0,0,0,0
11/02/2022,2022,3,2,7,2543.372208,681.8087731,1E-12,25.4,1.035,0,1,0,0,0,0,0,0,0,0,0,0
12/02/2022,2022,3,2,7,3349.94574,684.3179791,1E-12,25.7,0.992,0,1,0,0,0,0,0,0,0,0,0,0
13/02/2022,2022,3,2,7,3731.534607,687.4708702,1E-12,25.4,0.958,0,1,0,0,0,0,0,0,0,0,0,0
14/02/2022,2022,3,2,8,1124.247009,689.7150535,1E-12,25.5,0.914,0,1,0,0,0,0,0,0,0,0,0,0
15/02/2022,2022,3,2,8,4042.946655,692.27226,1E-12,25.5,0.888,0,1,0,0,0,0,0,0,0,0,0,0
16/02/2022,2022,3,2,8,961.447258,694.4042625,1E-12,25.5,0.876,0,1,0,0,0,0,0,0,0,0,0,0
17/02/2022,2022,3,2,8,784.6879577,695.0389442,1E-12,25.6,0.863,0,1,0,0,0,0,0,0,0,0,0,0
18/02/2022,2022,3,2,8,695.3641815,695.3641815,1E-12,26,0.815,0,1,0,0,0,0,0,0,0,0,0,0
19/02/2022,2022,3,2,8,695.3651352,695.3651352,1E-12,26.6,0.817,0,1,0,0,0,0,0,0,0,0,0,0
20/02/2022,2022,3,2,8,695.3651352,695.3651352,1E-12,27,0.808,0,1,0,0,0,0,0,0,0,0,0,0
21/02/2022,2022,3,2,9,2068.605522,696.0997239,1E-12,26.3,0.796,0,1,0,0,0,0,0,0,0,0,0,0
22/02/2022,2022,3,2,9,5406.949974,698.5625314,1E-12,26.7,0.765,0,1,0,0,0,0,0,0,0,0,0,0
23/02/2022,2022,3,2,9,700.3564377,700.3564377,4,26.9,0.733,0,1,0,0,0,0,0,0,0,0,0,0
24/02/2022,2022,3,2,9,700.3738938,700.3738938,2,26.6,0.727,0,1,0,0,0,0,0,0,0,0,0,0
25/02/2022,2022,3,2,9,700.3738938,700.3738938,23,26.3,0.737,0,1,0,0,0,0,0,0,0,0,0,0
26/02/2022,2022,3,2,9,700.3738938,700.3738938,17,25.3,0.808,0,1,0,0,0,0,0,0,0,0,0,0
27/02/2022,2022,3,2,9,700.3738938,700.3738938,5,24.7,0.971,0,1,0,0,0,0,0,0,0,0,0,0
28/02/2022,2022,3,2,10,926.9805375,700.3738938,1E-12,24.5,2.379,0,1,0,0,0,0,0,0,0,0,0,0
1/03/2022,2022,3,3,10,700.3738938,700.3738938,1E-12,23.1,2.49,0,0,1,0,0,0,0,0,0,0,0,0
2/03/2022,2022,3,3,10,700.3944779,700.3944779,1E-12,23.4,2.482,0,0,1,0,0,0,0,0,0,0,0,0
3/03/2022,2022,3,3,10,700.4609452,700.4609452,8,24,2.239,0,0,1,0,0,0,0,0,0,0,0,0
4/03/2022,2022,3,3,10,700.4609452,700.4609452,11,24.7,2.311,0,0,1,0,0,0,0,0,0,0,0,0
5/03/2022,2022,3,3,10,700.4609452,700.4609452,1E-12,25,6.211,0,0,1,0,0,0,0,0,0,0,0,0
6/03/2022,2022,3,3,10,700.4609452,700.4609452,1E-12,25.1,4.891,0,0,1,0,0,0,0,0,0,0,0,0
7/03/2022,2022,3,3,11,700.4609452,700.4609452,1E-12,25.2,3.126,0,0,1,0,0,0,0,0,0,0,0,0
8/03/2022,2022,3,3,11,700.4729997,700.4729997,2,24.6,2.673,0,0,1,0,0,0,0,0,0,0,0,0
9/03/2022,2022,3,3,11,700.6759111,700.6759111,1E-12,24.2,2.285,0,0,1,0,0,0,0,0,0,0,0,0
10/03/2022,2022,3,3,11,6048.609886,701.3175126,1E-12,24.6,2.117,0,0,1,0,0,0,0,0,0,0,0,0
11/03/2022,2022,3,3,11,9900.765968,702.184161,1E-12,24.8,2.065,0,0,1,0,0,0,0,0,0,0,0,0
12/03/2022,2022,3,3,11,9340.038795,702.4191667,2,24.7,1.985,0,0,1,0,0,0,0,0,0,0,0,0
13/03/2022,2022,3,3,11,9340.038795,702.4191667,2,24.6,1.84,0,0,1,0,0,0,0,0,0,0,0,0
14/03/2022,2022,3,3,12,10183.43516,702.731186,1E-12,24.4,1.518,0,0,1,0,0,0,0,0,0,0,0,0
