wk_strt_dt,yr_nbr,qtr_nbr,prd,wk_in_yr_nbr,delivery,mtrf_mintemp,mtrf_maxtemp,mtrf_rain,mtrf_temp9am,mtrf_humi9am,mtrf_wind9am,mtrf_pres9am,mtrf_temp3pm,mtrf_humi3pm,mtrf_wind3pm,mtrf_pres3pm,seas_prd_1,seas_prd_2,seas_prd_3,seas_prd_4,seas_prd_5,seas_prd_6,seas_prd_7,seas_prd_8,seas_prd_9,seas_prd_10,seas_prd_11,seas_prd_12
25/08/2023,2023,1,8,35,0.00000001,13.7,25.7,0,20.8,71,19,1024.8,24,53,30,1021.1,0,0,0,0,0,0,0,1,0,0,0,0
26/08/2023,2023,1,8,35,0.00000001,13,25.8,0,21.2,54,24,1025,23,54,30,1022,0,0,0,0,0,0,0,1,0,0,0,0
27/08/2023,2023,1,8,35,0.00000001,13.2,25.9,0,21.5,53,24,1025.1,24.4,45,26,1021.6,0,0,0,0,0,0,0,1,0,0,0,0
28/08/2023,2023,1,8,36,0.00000001,13.5,25.9,0,21.6,65,22,1023.6,24.3,46,24,1019.5,0,0,0,0,0,0,0,1,0,0,0,0
29/08/2023,2023,1,8,36,0.00000001,12.4,25.9,0,21.3,64,11,1021.3,24.4,45,20,1016.7,0,0,0,0,0,0,0,1,0,0,0,0
30/08/2023,2023,1,8,36,0.00000001,9.9,26,0,20.4,71,7,1018.1,24.2,48,24,1013.6,0,0,0,0,0,0,0,1,0,0,0,0
31/08/2023,2023,1,8,36,151.13,11.5,27.3,0,20.2,68,4,1017.3,26,42,22,1013.1,0,0,0,0,0,0,0,1,0,0,0,0
1/09/2023,2023,1,9,36,0.00000001,14.8,30.6,0,21.1,60,19,1017.6,28,41,22,1012.9,0,0,0,0,0,0,0,0,1,0,0,0
2/09/2023,2023,1,9,36,0.00000001,12.9,26.7,0.2,22.9,68,22,1019.9,24.8,53,26,1016.5,0,0,0,0,0,0,0,0,1,0,0,0
3/09/2023,2023,1,9,36,0.00000001,15,26.7,0,23.6,68,7,1020.9,25.3,56,26,1017.1,0,0,0,0,0,0,0,0,1,0,0,0
4/09/2023,2023,1,9,37,0.00000001,15.8,27.2,0,23.7,57,26,1019.6,24.8,49,31,1015.8,0,0,0,0,0,0,0,0,1,0,0,0
5/09/2023,2023,1,9,37,0.00000001,12.9,27.2,0,24.1,60,20,1019.4,25.8,48,28,1016.6,0,0,0,0,0,0,0,0,1,0,0,0
6/09/2023,2023,1,9,37,0.00000001,13.4,28.1,0,24.3,60,20,1020.8,26.1,50,19,1018.7,0,0,0,0,0,0,0,0,1,0,0,0
7/09/2023,2023,1,9,37,0.00000001,14.8,27.2,0,22.8,70,20,1023.6,25.3,56,20,1020.2,0,0,0,0,0,0,0,0,1,0,0,0
8/09/2023,2023,1,9,37,0.00000001,16.3,28.2,0.4,21.8,82,9,1022.5,25.5,64,22,1018.5,0,0,0,0,0,0,0,0,1,0,0,0
9/09/2023,2023,1,9,37,0.00000001,18.1,26.9,0.2,20.3,38,22,1024.8,25.3,44,26,1019.9,0,0,0,0,0,0,0,0,1,0,0,0
10/09/2023,2023,1,9,37,0.00000001,12.1,25.2,0,21.1,53,19,1024.8,23.5,43,33,1021.6,0,0,0,0,0,0,0,0,1,0,0,0
11/09/2023,2023,1,9,38,0.00000001,12.4,24.3,0,21.8,48,31,1026.1,21.5,48,33,1023.9,0,0,0,0,0,0,0,0,1,0,0,0
12/09/2023,2023,1,9,38,0.00000001,12.1,25.4,0,20.5,60,19,1027.9,18.1,75,33,1025,0,0,0,0,0,0,0,0,1,0,0,0
13/09/2023,2023,1,9,38,0.00000001,12.3,25.1,0.8,20.1,66,15,1028.2,23.6,43,28,1023.7,0,0,0,0,0,0,0,0,1,0,0,0
14/09/2023,2023,1,9,38,0.00000001,12.3,25.7,0,22.1,51,20,1026.5,22.5,52,33,1023,0,0,0,0,0,0,0,0,1,0,0,0
15/09/2023,2023,1,9,38,0.00000001,13,26.4,0,21.8,51,26,1025.3,24.1,46,28,1022.6,0,0,0,0,0,0,0,0,1,0,0,0
16/09/2023,2023,1,9,38,0.00000001,12.2,26.6,0,22.6,54,26,1025.1,25,42,30,1022.1,0,0,0,0,0,0,0,0,1,0,0,0
17/09/2023,2023,1,9,38,0.00000001,13.1,26.8,0,23.4,56,26,1025.4,25.4,44,24,1021.5,0,0,0,0,0,0,0,0,1,0,0,0
18/09/2023,2023,1,9,39,0.00000001,13.9,27,0,22.9,60,15,1024.3,25,52,26,1020.7,0,0,0,0,0,0,0,0,1,0,0,0
19/09/2023,2023,1,9,39,0.00000001,13.8,26.4,0,23.2,56,20,1022.6,24.5,50,26,1018,0,0,0,0,0,0,0,0,1,0,0,0
20/09/2023,2023,1,9,39,0.00000001,14.7,29.4,0,21.1,77,9,1020,25,59,24,1014.7,0,0,0,0,0,0,0,0,1,0,0,0
21/09/2023,2023,1,9,39,0.00000001,14.2,32.3,0,23.7,62,15,1017.2,28.8,47,22,1012.4,0,0,0,0,0,0,0,0,1,0,0,0
22/09/2023,2023,1,9,39,0.00000001,17.3,27.2,0,24.3,62,37,1019.7,24.4,49,39,1018.3,0,0,0,0,0,0,0,0,1,0,0,0
23/09/2023,2023,1,9,39,0.00000001,14.5,26.2,0,21.3,57,24,1024.2,21.7,47,35,1020.9,0,0,0,0,0,0,0,0,1,0,0,0
24/09/2023,2023,1,9,39,0.00000001,14.7,24.8,0.6,19.5,75,17,1024.5,22.9,47,30,1020.9,0,0,0,0,0,0,0,0,1,0,0,0
25/09/2023,2023,1,9,40,0.00000001,14.7,25.7,0.4,21.8,56,24,1024.2,23.7,43,24,1019.9,0,0,0,0,0,0,0,0,1,0,0,0
26/09/2023,2023,1,9,40,0.00000001,10.4,26.3,0,22.2,50,13,1023.1,24.7,38,20,1019,0,0,0,0,0,0,0,0,1,0,0,0
27/09/2023,2023,1,9,40,0.00000001,10.8,28.1,0,22.9,56,9,1022.3,25.8,48,22,1018.4,0,0,0,0,0,0,0,0,1,0,0,0
28/09/2023,2023,1,9,40,0.00000001,12.8,29.5,0,23.3,58,13,1023.7,26.5,44,26,1020.9,0,0,0,0,0,0,0,0,1,0,0,0
29/09/2023,2023,1,9,40,0.00000001,16,28.6,0,24,62,11,1025.9,25.1,57,20,1022.1,0,0,0,0,0,0,0,0,1,0,0,0
30/09/2023,2023,1,9,40,21392.86,13.4,28.2,0,23.1,59,9,1024.6,26.5,40,30,1019.9,0,0,0,0,0,0,0,0,1,0,0,0
1/10/2023,2023,2,10,40,0.00000001,14.2,27.4,0,23.3,50,15,1023.1,24.3,44,22,1019.6,0,0,0,0,0,0,0,0,0,1,0,0
2/10/2023,2023,2,10,41,0.00000001,14.8,28.3,0,24.8,56,19,1023.2,26.6,47,24,1020.2,0,0,0,0,0,0,0,0,0,1,0,0
3/10/2023,2023,2,10,41,0.00000001,14.9,28.2,0,25.4,46,20,1022.6,26.3,48,22,1019.3,0,0,0,0,0,0,0,0,0,1,0,0
4/10/2023,2023,2,10,41,0.00000001,14.9,28.8,0,25.4,53,22,1020.6,25.6,58,24,1017.4,0,0,0,0,0,0,0,0,0,1,0,0
5/10/2023,2023,2,10,41,0.00000001,21.7,29.3,0,25.7,68,28,1019.4,27.2,62,26,1015.9,0,0,0,0,0,0,0,0,0,1,0,0
6/10/2023,2023,2,10,41,0.00000001,18.3,31.6,0,25.2,25,19,1020.9,27.8,37,31,1016.7,0,0,0,0,0,0,0,0,0,1,0,0
7/10/2023,2023,2,10,41,0.00000001,16.1,27.4,0,24.2,53,28,1023.4,25.7,48,37,1020.8,0,0,0,0,0,0,0,0,0,1,0,0
8/10/2023,2023,2,10,41,0.00000001,14.9,25.8,0,23.5,48,33,1026.8,22.6,46,30,1024.5,0,0,0,0,0,0,0,0,0,1,0,0
9/10/2023,2023,2,10,42,0.00000001,12.6,26.4,0.2,20.9,58,35,1026.2,23.8,49,24,1021.9,0,0,0,0,0,0,0,0,0,1,0,0
10/10/2023,2023,2,10,42,0.00000001,14.5,27.5,0,23.8,49,19,1022.7,26.1,32,26,1018.9,0,0,0,0,0,0,0,0,0,1,0,0
11/10/2023,2023,2,10,42,0.00000001,13.9,28.4,0,24.4,57,11,1023.5,26.4,42,28,1020.5,0,0,0,0,0,0,0,0,0,1,0,0
12/10/2023,2023,2,10,42,0.00000001,14.8,28.6,0,23.9,57,13,1023.9,25.8,46,28,1019.7,0,0,0,0,0,0,0,0,0,1,0,0
13/10/2023,2023,2,10,42,0.00000001,14.8,29.2,0,25.5,47,19,1019.4,27.1,39,35,1014,0,0,0,0,0,0,0,0,0,1,0,0
14/10/2023,2023,2,10,42,0.00000001,14.5,31.4,0,25.1,45,13,1018.9,27.5,46,24,1014.6,0,0,0,0,0,0,0,0,0,1,0,0
15/10/2023,2023,2,10,42,0.00000001,16.5,30.5,0,25.7,60,13,1019.5,27.5,53,28,1015.1,0,0,0,0,0,0,0,0,0,1,0,0
16/10/2023,2023,2,10,43,0.00000001,21.1,29.2,0,26,54,22,1017.5,26.4,58,33,1013.7,0,0,0,0,0,0,0,0,0,1,0,0
17/10/2023,2023,2,10,43,0.00000001,16,30,0,26.2,56,28,1018.4,25.8,47,39,1017,0,0,0,0,0,0,0,0,0,1,0,0
18/10/2023,2023,2,10,43,0.00000001,15.6,27.4,0,22.2,58,26,1023.8,25.6,47,35,1020.1,0,0,0,0,0,0,0,0,0,1,0,0
19/10/2023,2023,2,10,43,0.00000001,14.8,27.1,0,23.4,43,28,1021.7,25.9,40,31,1016.6,0,0,0,0,0,0,0,0,0,1,0,0
20/10/2023,2023,2,10,43,0.00000001,14.6,29.4,0,24.6,51,22,1018.7,27,44,31,1014.5,0,0,0,0,0,0,0,0,0,1,0,0
21/10/2023,2023,2,10,43,0.00000001,16.1,29.5,0,25.5,50,11,1019,27.4,42,22,1014.9,0,0,0,0,0,0,0,0,0,1,0,0
22/10/2023,2023,2,10,43,0.00000001,15.8,30.5,0,26,55,15,1017.7,26.8,54,28,1013.2,0,0,0,0,0,0,0,0,0,1,0,0
23/10/2023,2023,2,10,44,0.00000001,20.6,30,0,26.5,53,19,1016.5,27,57,28,1012,0,0,0,0,0,0,0,0,0,1,0,0
24/10/2023,2023,2,10,44,0.00000001,19,29.6,0,26.9,53,17,1017.1,26.5,55,28,1014.5,0,0,0,0,0,0,0,0,0,1,0,0
25/10/2023,2023,2,10,44,0.00000001,17.7,29.5,0,27.9,56,20,1017.7,27,56,24,1013.5,0,0,0,0,0,0,0,0,0,1,0,0
26/10/2023,2023,2,10,44,0.00000001,17.8,31,0,27,57,15,1015.4,27.4,59,28,1010.7,0,0,0,0,0,0,0,0,0,1,0,0
27/10/2023,2023,2,10,44,0.00000001,18.4,30.2,2.6,23.1,17,22,1018.6,29.3,8,24,1014.8,0,0,0,0,0,0,0,0,0,1,0,0
28/10/2023,2023,2,10,44,0.00000001,15.6,27.9,0,23.6,44,33,1022.9,25.1,45,41,1019.5,0,0,0,0,0,0,0,0,0,1,0,0
29/10/2023,2023,2,10,44,0.00000001,13.6,26.9,0,24,41,26,1021.6,24.8,39,28,1017.2,0,0,0,0,0,0,0,0,0,1,0,0
30/10/2023,2023,2,10,45,0.00000001,13.8,27.9,0,24.9,47,6,1020.3,25.8,42,26,1015.4,0,0,0,0,0,0,0,0,0,1,0,0
31/10/2023,2023,2,10,45,900,14.7,28.8,0,26.8,46,22,1017.7,27.7,39,33,1012.8,0,0,0,0,0,0,0,0,0,1,0,0
